no,provinsi,kota,kecamatan,kelurahan,nama_sppg
2562,JAWA BARAT,MAJALENGKA,TALAGA,GUNUNGMANIK,SPPG Majalengka Talaga Gunungmanik 2
2563,JAWA BARAT,PURWAKARTA,WANAYASA,TARINGGUL TENGAH,SPPG Purwakarta Wanayasa Taringgul Tengah
2564,JAWA BARAT,CIREBON,GEGESIK,GEGESIK LOR,SPPG Cirebon Gegesik Gegesik Lor
2565,JAWA BARAT,GARUT,TAROGONG KALER,PASAWAHAN,SPPG Garut Tarogong Kaler Pasawahan 2
2566,JAWA BARAT,BOGOR,CIAMPEA,CICADAS,SPPG Bogor Ciampea Cicadas
2567,JAWA BARAT,PURWAKARTA,MANIIS,TEGALDATAR,SPPG Purwakarta Maniis Tegaldatar
2568,JAWA BARAT,BOGOR,CIBUNGBULANG,CIMANGGU II,SPPG Bogor Cibungbulang Cimanggu II 2
2569,JAWA BARAT,KARAWANG,MAJALAYA,CIRANGGON,SPPG Karawang Majalaya Ciranggon
2570,JAWA BARAT,CIREBON,GUNUNG JATI,GROGOL,SPPG Cirebon Gunung Jati Grogol
2571,JAWA BARAT,GARUT,GARUT KOTA,SUKAMENTRI,SPPG Garut Garut Kota Sukamentri
2572,JAWA BARAT,SUBANG,PAGADEN,GEMBOR,SPPG Subang Pagaden Gembor
2573,JAWA BARAT,SUKABUMI,CIBADAK,SEKARWANGI,SPPG Sukabumi Cibadak Sekarwangi 2
2574,JAWA BARAT,CIANJUR,CIKADU,CIKADU,SPPG Cianjur Cikadu Cikadu
2575,JAWA BARAT,BEKASI,TAMBUN SELATAN,TAMBUN,SPPG Bekasi Tambun Selatan Tambun 2
2576,JAWA BARAT,SUBANG,KALIJATI,KALIJATI TIMUR,SPPG Subang Kalijati Kalijati Timur
2577,JAWA BARAT,SUKABUMI,CIBADAK,CIBADAK,SPPG Sukabumi Cibadak Cibadak
2578,JAWA BARAT,MAJALENGKA,MAJALENGKA,MAJALENGKA WETAN,SPPG Majalengka Majalengka Majalengka Wetan
2579,JAWA BARAT,CIREBON,SUMBER,PASALAKAN,SPPG Cirebon Sumber Pasalakan
2580,JAWA BARAT,GARUT,WANARAJA,CINUNUK,SPPG Garut Wanaraja Cinunuk
2581,JAWA BARAT,CIANJUR,CIBEBER,SUKAMANAH,SPPG Cianjur Cibeber Sukamanah 2
2582,JAWA BARAT,BEKASI,CIBARUSAH,CIBARUSAH KOTA,SPPG Bekasi Cibarusah Cibarusah Kota
2583,JAWA BARAT,BANDUNG,CILEUNYI,CIBIRU WETAN,SPPG Bandung Cileunyi Cibiru Wetan 2
2584,JAWA BARAT,CIANJUR,CILAKU,RANCAGOONG,SPPG Cianjur Cilaku Rancagoong 3
2585,JAWA BARAT,CIAMIS,TAMBAKSARI,TAMBAKSARI,SPPG Ciamis Tambaksari Tambaksari
2586,JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,KARANG TENGAH,SPPG Kota Sukabumi Gunung Puyuh Karang Tengah
2587,JAWA BARAT,SUKABUMI,KEBONPEDES,CIKARET,SPPG Sukabumi Kebonpedes Cikaret
2588,JAWA BARAT,CIAMIS,PANAWANGAN,CINYASAG,SPPG Ciamis Panawangan Cinyasag 2
2589,JAWA BARAT,CIREBON,SUSUKAN,JATIPURA,SPPG Cirebon Susukan Jatipura
2590,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK TIMUR,SPPG Karawang Cikampek Cikampek Timur
2591,JAWA BARAT,TASIKMALAYA,CIGALONTANG,JAYAPURA,SPPG Tasikmalaya Cigalontang Jayapura 2
2592,JAWA BARAT,BANDUNG,CIKANCUNG,CIKASUNGKA,SPPG Bandung Cikancung Cikasungka 2
2593,JAWA BARAT,CIANJUR,CIPANAS,PALASARI,SPPG Cianjur Cipanas Palasari 3
2594,JAWA BARAT,CIAMIS,CIAMIS,MALEBER,SPPG Ciamis Ciamis Maleber
2595,JAWA BARAT,KARAWANG,CILAMAYA WETAN,CIKARANG,SPPG Karawang Cilamaya Wetan Cikarang
2596,JAWA BARAT,SUMEDANG,JATINANGOR,CIPACING,SPPG Sumedang Jatinangor Cipacing 2
2597,JAWA BARAT,BANDUNG,SOLOKANJERUK,BOJONGEMAS,SPPG Bandung Solokanjeruk Bojongemas
2598,JAWA BARAT,BOGOR,CIGOMBONG,CIBURAYUT,SPPG Bogor Cigombong Ciburayut
2599,JAWA BARAT,KARAWANG,TELAGASARI,PASIRTALAGA,SPPG Karawang Telagasari Pasirtalaga 4
2600,JAWA BARAT,INDRAMAYU,INDRAMAYU,PABEANUDIK,SPPG Indramayu Indramayu Pabeanudik
2601,JAWA BARAT,KOTA CIREBON,HARJAMUKTI,ARGASUNYA,SPPG Kota Cirebon Harjamukti Argasunya
2602,JAWA BARAT,GARUT,LELES,JANGKURANG,SPPG Garut Leles Margaluyu
2603,JAWA BARAT,MAJALENGKA,MAJA,MAJA SELATAN,SPPG Majalengka Maja Maja Selatan 3
2604,JAWA BARAT,BANDUNG,PANGALENGAN,MARGAMEKAR,SPPG Bandung Pangalengan Margamekar
2605,JAWA BARAT,BOGOR,CILEUNGSI,GANDOANG,SPPG Bogor Cileungsi Cileungsi 5
2606,JAWA BARAT,GARUT,BANJARWANGI,BOJONG,SPPG Garut Banjarwangi Bojong
2607,JAWA BARAT,BANDUNG,RANCAEKEK,JELEGONG,SPPG Bandung Rancaekek Jelegong
2608,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,NEGLASARI,SPPG Kota Bandung Cibeunying Kaler Neglasari 2
2609,JAWA BARAT,KARAWANG,KOTA BARU,JOMIN TIMUR,SPPG Karawang Kota Baru Jomin Timur 2
2610,JAWA BARAT,SUKABUMI,KADUDAMPIT,SUKAMANIS,SPPG Sukabumi Kadudampit Sukamanis
2611,JAWA BARAT,SUBANG,PUSAKANAGARA,PUSAKARATU,SPPG Subang Pusakanagara Pusakaratu
2612,JAWA BARAT,CIAMIS,CIJEUNGJING,DEWASARI,SPPG Ciamis Cijeungjing Dewasari 2
2613,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,CINTAASIH,SPPG Bandung Barat Cipongkor Cintaasih
2614,JAWA BARAT,SUMEDANG,DARMARAJA,TARUNAJAYA,SPPG Sumedang Darmaraja Tarunajaya 2
2615,JAWA BARAT,PURWAKARTA,PLERED,GANDASOLI,SPPG Purwakarta Plered Gandasoli
2616,JAWA BARAT,SUBANG,CIKAUM,SINDANGSARI,SPPG Subang Cikaum Sindangsari
2617,JAWA BARAT,GARUT,TAROGONG KALER,PASAWAHAN,SPPG Garut Tarogong Kaler Pasawahan 3
2618,JAWA BARAT,BOGOR,CARINGIN,TANGKIL,SPPG Bogor Caringin Tangkil
2619,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 3
2620,JAWA BARAT,KUNINGAN,KUNINGAN,ANCARAN,SPPG Kuningan Kuningan Ancaran
2621,JAWA BARAT,GARUT,SELAAWI,CIRAPUHAN,SPPG Garut Selaawi Cirapuhan
2622,JAWA BARAT,CIANJUR,BOJONGPICUNG,NEGLASARI,SPPG Cianjur Bojongpicung Neglasari 2
2623,JAWA BARAT,CIAMIS,CISAGA,MEKARMUKTI,SPPG Ciamis Cisaga Mekarmukti 2
2624,JAWA BARAT,BOGOR,CIBUNGBULANG,CIBATOK II,SPPG Bogor Cibungbulang Cibatok II
2625,JAWA BARAT,GARUT,BL. LIMBANGAN,PASIRWARU,SPPG Garut Bl. Limbangan Pasirwaru
2626,JAWA BARAT,BOGOR,LEUWISADENG,SADENG,SPPG Bogor Leuwisadeng Sadeng 3
2627,JAWA BARAT,KARAWANG,MAJALAYA,MAJALAYA,SPPG Karawang Majalaya Majalaya 3
2628,JAWA BARAT,BOGOR,TAJURHALANG,SASAK PANJANG,SPPG Bogor Tajurhalang Sasak Panjang
2629,JAWA BARAT,GARUT,LELES,HARUMAN,SPPG Garut Leles Haruman 2
2630,JAWA BARAT,BANDUNG,CIKANCUNG,CILULUK,SPPG Bandung Cikancung Ciluluk 2
2631,JAWA BARAT,SUBANG,CISALAK,DARMAGA,SPPG Subang Cisalak Darmaga
2632,JAWA BARAT,SUKABUMI,NAGRAK,NAGRAK UTARA,SPPG Sukabumi Nagrak Nagrak Utara 2
2633,JAWA BARAT,BOGOR,CIOMAS,PAGELARAN,SPPG Bogor Ciomas Pagelaran
2634,JAWA BARAT,INDRAMAYU,LELEA,TUNGGULPAYUNG,SPPG Indramayu Lelea Tunggulpayung
2635,JAWA BARAT,BOGOR,CITEUREUP,SANJA,SPPG Bogor Citeureup Sanja
2636,JAWA BARAT,SUBANG,CIPUNAGARA,TANJUNG,SPPG Subang Cipunagara Tanjung 1
2637,JAWA BARAT,CIREBON,LEMAHABANG,LEMAHABANG KULON,SPPG Cirebon Lemahabang Lemahabang Kulon 2
2638,JAWA BARAT,SUKABUMI,NYALINDUNG,NYALINDUNG,SPPG Sukabumi Nyalindung Nyalindung 2
2639,JAWA BARAT,GARUT,SELAAWI,SAMIDA,SPPG Garut Selaawi Samida
2640,JAWA BARAT,INDRAMAYU,KARANGAMPEL,TANJUNGSARI,SPPG Indramayu Karangampel Tanjungsari
2641,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CURUG,SPPG Kota Depok Cimanggis Curug 2
2642,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna 2
2643,JAWA BARAT,CIANJUR,KARANGTENGAH,SUKAJADI,SPPG Cianjur Karangtengah Sukajadi
2644,JAWA BARAT,CIAMIS,RANCAH,CISONTROL,SPPG Ciamis Rancah Cisontrol
2645,JAWA BARAT,CIREBON,LOSARI,KALIRAHAYU,SPPG Cirebon Losari Kalirahayu
2646,JAWA BARAT,SUKABUMI,CISOLOK,KARANGPAPAK,SPPG Sukabumi Cisolok Karangpapak 2
2647,JAWA BARAT,GARUT,CIKAJANG,MEKARJAYA,SPPG Garut Cikajang Mekarjaya
2648,JAWA BARAT,SUBANG,COMPRENG,KIARASARI,SPPG Subang Compreng Kiarasari
2649,JAWA BARAT,SUKABUMI,CARINGIN,CARINGIN KULON,SPPG Sukabumi Caringin Caringin Kulon 2
2650,JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,BABAKAN,SPPG Kota Sukabumi Cibeureum Babakan 2
2651,JAWA BARAT,CIAMIS,RANCAH,KIARAPAYUNG,SPPG Ciamis Rancah Kiarapayung
2652,JAWA BARAT,GARUT,GARUT KOTA,KOTA KULON,SPPG Garut Garut Kota Kota Kulon 4
2653,JAWA BARAT,GARUT,GARUT KOTA,KOTA WETAN,SPPG Garut Garut Kota Kota Wetan 3
2654,JAWA BARAT,BEKASI,CIKARANG BARAT,JATIWANGI,SPPG Bekasi Cikarang Barat Jatiwangi 1
2655,JAWA BARAT,TASIKMALAYA,CIPATUJAH,DARAWATI,SPPG Tasikmalaya Cipatujah Darawati 2
2656,JAWA BARAT,SUKABUMI,CIEMAS,CIWARU,SPPG Sukabumi Ciemas Ciwaru 2
2657,JAWA BARAT,KUNINGAN,KUNINGAN,CIRENDANG,SPPG Kuningan Kuningan Cirendang
2658,JAWA BARAT,KOTA DEPOK,SAWANGAN,PASIR PUTIH,SPPG Kota Depok Sawangan Pasir Putih 3
2659,JAWA BARAT,KOTA DEPOK,CIPAYUNG,BOJONG PONDOK TERONG,SPPG Kota Depok Cipayung Bojong Pondok Terong 3
2660,JAWA BARAT,INDRAMAYU,LELEA,LELEA,SPPG Indramayu Lelea Lelea 2
2661,JAWA BARAT,BANDUNG,BOJONGSOANG,CIPAGALO,SPPG Bandung Bojongsoang Cipagalo 4
2662,JAWA BARAT,TASIKMALAYA,RAJAPOLAH,MANGGUNGJAYA,SPPG Tasikmalaya Rajapolah Manggungjaya 1
2663,JAWA BARAT,TASIKMALAYA,SODONGHILIR,CUKANGKAWUNG,SPPG Tasikmalaya Sodonghilir Cukangkawung
2664,JAWA BARAT,PURWAKARTA,MANIIS,CIJATI,SPPG Purwakarta Maniis Cijati
2665,JAWA BARAT,INDRAMAYU,SINDANG,SINDANG,SPPG Indramayu Sindang Sindang 2
2666,JAWA BARAT,CIAMIS,CIKONENG,CIMARI,SPPG Ciamis Cikoneng Cimari 2
2667,JAWA BARAT,GARUT,CIBATU,WANAKERTA,SPPG Garut Cibatu Wanakerta 2
2668,JAWA BARAT,KUNINGAN,DARMA,CIPASUNG,SPPG Kuningan Darma Cipasung
2669,JAWA BARAT,SUBANG,SUBANG,DANGDEUR,SPPG Subang Subang Dangdeur 5
2670,JAWA BARAT,SUMEDANG,TANJUNGKERTA,CIPANAS,SPPG Sumedang Tanjungkerta Cipanas
2671,JAWA BARAT,BEKASI,SETU,TAMAN RAHAYU,SPPG Bekasi Setu Taman Rahayu
2672,JAWA BARAT,KOTA SUKABUMI,CIKOLE,SUBANGJAYA,SPPG Kota Sukabumi Cikole Subangjaya
2673,JAWA BARAT,GARUT,MALANGBONG,MALANGBONG,SPPG Garut Malangbong Malangbong
2674,JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,BANTARSARI,SPPG Kota Tasikmalaya Bungursari Bantarsari
2675,JAWA BARAT,KARAWANG,CILAMAYA KULON,SUKAJAYA,SPPG Karawang Cilamaya Kulon Sukajaya
2676,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK BARAT,SPPG Karawang Cikampek Cikampek Barat 4
2677,JAWA BARAT,CIREBON,CIWARINGIN,BABAKAN,SPPG Cirebon Ciwaringin Babakan 2
2678,JAWA BARAT,PANGANDARAN,PANGANDARAN,PANANJUNG,SPPG Pangandaran Pangandaran Pananjung 2
2679,JAWA BARAT,SUBANG,SUBANG,PARUNG,SPPG Subang Subang Parung
2680,JAWA BARAT,KOTA CIREBON,HARJAMUKTI,KECAPI,SPPG Kota Cirebon Harjamukti Kalijaga 3
2681,JAWA BARAT,INDRAMAYU,JUNTINYUAT,SEGERAN KIDUL,SPPG Indramayu Juntinyuat Segeran Kidul
2682,JAWA BARAT,CIREBON,PLERED,PANGKALAN,SPPG Cirebon Plered Pangkalan
2683,JAWA BARAT,CIREBON,PLUMBON,GOMBANG,SPPG Cirebon Plumbon Gombang 2
2684,JAWA BARAT,BANDUNG,BALEENDAH,JELEKONG,SPPG Bandung Baleendah Jelekong
2685,JAWA BARAT,BANDUNG,CIMENYAN,MEKARMANIK,SPPG Bandung Cimenyan Mekarmanik
2686,JAWA BARAT,TASIKMALAYA,SODONGHILIR,SODONGHILIR,SPPG Tasikmalaya Sodonghilir Sodonghilir
2687,JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,SITUMEKAR,SPPG Kota Sukabumi Lembursitu Situmekar 1
2688,JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,LEMBURSITU,SPPG Kota Sukabumi Lembursitu Lembursitu
2689,JAWA BARAT,CIANJUR,GEKBRONG,CIKANCANA,SPPG Cianjur Gekbrong Cikancana
2690,JAWA BARAT,SUMEDANG,TANJUNGKERTA,KERTAMEKAR,SPPG Sumedang Tanjungkerta Kertamekar 2
2691,JAWA BARAT,CIREBON,WALED,WALED KOTA,SPPG Cirebon Waled Waled Kota
2692,JAWA BARAT,CIANJUR,CIBEBER,CIBADAK,SPPG Cianjur Cibeber Cibadak
2693,JAWA BARAT,INDRAMAYU,GANTAR,MEKARJAYA,SPPG Indramayu Gantar Mekarjaya
2694,JAWA BARAT,SUBANG,CIATER,CISAAT,SPPG Subang Ciater Cisaat
2695,JAWA BARAT,PURWAKARTA,TEGALWARU,WARUNGJERUK,SPPG Purwakarta Tegalwaru Warungjeruk
2696,JAWA BARAT,GARUT,CISURUPAN,PANGAUBAN,SPPG Garut Cisurupan Pangauban 2
2697,JAWA BARAT,BANDUNG,KATAPANG,BANYUSARI,SPPG Bandung Katapang Banyusari 2
2698,JAWA BARAT,KARAWANG,TELUKJAMBE TIMUR,TELUKJAMBE,SPPG Karawang Telukjambe Timur Telukjambe
2699,JAWA BARAT,SUMEDANG,PAMULIHAN,PAMULIHAN,SPPG Sumedang Pamulihan Pamulihan 2
2700,JAWA BARAT,KUNINGAN,CILIMUS,BOJONG,SPPG Kuningan Cilimus Bojong 2
2701,JAWA BARAT,CIAMIS,PURWADADI,PADARINGAN,SPPG Ciamis Purwadadi Purwadadi 2
2702,JAWA BARAT,KUNINGAN,NUSAHERANG,NUSAHERANG,SPPG Kuningan Nusaherang Nusaherang
2703,JAWA BARAT,PURWAKARTA,JATILUHUR,MEKARGALIH,SPPG Purwakarta Jatiluhur Mekargalih 2
2704,JAWA BARAT,GARUT,MALANGBONG,CINAGARA,SPPG Garut Malangbong Cinagara
2705,JAWA BARAT,CIAMIS,BANJARANYAR,CIKASO,SPPG Ciamis Banjaranyar Cikaso
2706,JAWA BARAT,KOTA BANDUNG,RANCASARI,MANJAHLEGA,SPPG Kota Bandung Rancasari Manjahlega 3
2707,JAWA BARAT,GARUT,BL. LIMBANGAN,SURABAYA,SPPG Garut Bl. Limbangan Surabaya
2708,JAWA BARAT,BOGOR,CIGUDEG,CIGUDEG,SPPG Bogor Cigudeg Cigudeg
2709,JAWA BARAT,GARUT,KARANGPAWITAN,TANJUNGSARI,SPPG Garut Karangpawitan Tanjungsari
2710,JAWA BARAT,SUKABUMI,CISAAT,SELAJAMBE,SPPG Sukabumi Cisaat Selajambe
2711,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,MEKARWANGI,SPPG Bandung Barat Sindangkerta Mekarwangi
2712,JAWA BARAT,MAJALENGKA,BANJARAN,GIRIMULYA,SPPG Majalengka Banjaran Girimulya
2713,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,BINTARAJAYA,SPPG Kota Bekasi Bekasi Barat Bintarajaya 2
2714,JAWA BARAT,BANDUNG,CIWIDEY,SUKAWENING,SPPG Bandung Ciwidey Sukawening 2
2715,JAWA BARAT,BANDUNG,ARJASARI,BATUKARUT,SPPG Bandung Arjasari Batukarut 2
2716,JAWA BARAT,CIANJUR,SINDANGBARANG,SAGANTEN,SPPG Cianjur Sindangbarang Saganten
2717,JAWA BARAT,GARUT,MALANGBONG,CIKARAG,SPPG Garut Malangbong Cikarag 2
2718,JAWA BARAT,KOTA BEKASI,MEDANSATRIA,KALIBARU,SPPG Kota Bekasi Medansatria Kalibaru
2719,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,SPPG Kota Bandung Cidadap Hegarmanah
2720,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,SETIAMULYA,SPPG Kota Tasikmalaya Cihideung Cilembang 1
2721,JAWA BARAT,GARUT,CILAWU,SUKAHATI,SPPG Garut Cilawu Sukahati
2722,JAWA BARAT,PANGANDARAN,PARIGI,CINTARATU,SPPG Pangandaran Parigi Cintaratu
2723,JAWA BARAT,CIREBON,SUMBER,PERBUTULAN,SPPG Cirebon Sumber Perbutulan
2724,JAWA BARAT,PURWAKARTA,PASAWAHAN,WARUNGKADU,SPPG Purwakarta Pasawahan Warungkadu 2
2725,JAWA BARAT,CIREBON,PALIMANAN,PEGAGAN,SPPG Cirebon Palimanan Pegagan 3
2726,JAWA BARAT,MAJALENGKA,TALAGA,SALADO,SPPG Majalengka Talaga Salado
2727,JAWA BARAT,CIAMIS,CIAMIS,IMBANAGARA,SPPG Ciamis Ciamis Imbanagara
2728,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,SPPG Bandung Majalaya Biru 4
2729,JAWA BARAT,TASIKMALAYA,PANCATENGAH,JAYAMUKTI,SPPG Tasikmalaya Pancatengah Jayamukti
2730,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,SPPG Bandung Majalaya Biru 2
2731,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,MEKAR WANGI,SPPG Kota Bandung Bojongloa Kidul Kebon Lega
2732,JAWA BARAT,TASIKMALAYA,SALOPA,KAWITAN,SPPG Tasikmalaya Salopa Kawitan 2
2733,JAWA BARAT,GARUT,SAMARANG,CINTAASIH,SPPG Garut Samarang Cintaasih
2734,JAWA BARAT,SUMEDANG,DARMARAJA,TARUNAJAYA,SPPG Sumedang Darmaraja Tarunajaya
2735,JAWA BARAT,KARAWANG,TELUKJAMBE TIMUR,PUSEURJAYA,SPPG Karawang Telukjambe Timur Puseurjaya
2736,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,CIHARASHAS,SPPG Bandung Barat Cipeundeuy Ciharahas
2737,JAWA BARAT,PANGANDARAN,PANGANDARAN,PANANJUNG,SPPG Pangandaran Pangandaran Pananjung
2738,JAWA BARAT,PURWAKARTA,BOJONG,SUKAMANAH,SPPG Purwakarta Bojong Sukamanah 2
2739,JAWA BARAT,CIANJUR,CIKALONGKULON,MEKARJAYA,SPPG Cianjur Cikalongkulon Mekarjaya
2740,JAWA BARAT,SUBANG,KASOMALANG,KASOMALANG WETAN,SPPG Subang Kasomalang Kasomalang Wetan
2741,JAWA BARAT,INDRAMAYU,JUNTINYUAT,LOMBANG,SPPG Indramayu Juntinyuat Lombang
2742,JAWA BARAT,BEKASI,SETU,CIKARAGEMAN,SPPG Bekasi Setu Cikarageman
2743,JAWA BARAT,BOGOR,TENJOLAYA,CINANGNENG,SPPG Bogor Tenjolaya Cinangneng
2744,JAWA BARAT,KARAWANG,RENGASDENGKLOK,AMANSARI,SPPG Karawang Rengasdengklok Amansari
2745,JAWA BARAT,INDRAMAYU,SINDANG,RAMBATAN WETAN,SPPG Indramayu Sindang Rambatan Wetan
2746,JAWA BARAT,BEKASI,TAMBUN SELATAN,JATIMULYA,SPPG Bekasi Tambun Selatan Jatimulya 3
2747,JAWA BARAT,CIAMIS,CIPAKU,BUNISEURI,SPPG Ciamis Cipaku Buniseuri 2
2748,JAWA BARAT,BEKASI,SERANG BARU,SUKASARI,SPPG Bekasi Serang Baru Sukasari 2
2749,JAWA BARAT,CIREBON,KEDAWUNG,KEDAWUNG,SPPG Cirebon Tengah Tani Kemlakagede
2750,JAWA BARAT,SUBANG,PATOKBEUSI,RANCABANGO,SPPG Subang Patokbeusi Rancabango
2751,JAWA BARAT,SUKABUMI,JAMPANGKULON,BOJONGGENTENG,SPPG Sukabumi Jampangkulon Bojonggenteng 2
2752,JAWA BARAT,KOTA DEPOK,BEJI,KEMIRI MUKA,SPPG Kota Depok Beji Kemiri Muka
2753,JAWA BARAT,BOGOR,LEUWISADENG,SADENG,SPPG Bogor Leuwisadeng Sadeng 2
2754,JAWA BARAT,CIANJUR,PAGELARAN,PAGELARAN,SPPG Cianjur Pagelaran Sindangkerta 3
2755,JAWA BARAT,SUKABUMI,SUKALARANG,PRIANGANJAYA,SPPG Sukabumi Sukalarang Prianganjaya
2756,JAWA BARAT,KOTA TASIKMALAYA,INDIHIANG,INDIHIANG,SPPG Kota Tasikmalaya Indihiang Indihiang
2757,JAWA BARAT,BANDUNG,MARGAHAYU,SAYATI,SPPG Bandung Margahayu Sayati
2758,JAWA BARAT,GARUT,KARANGTENGAH,CARINGIN,SPPG Garut Samarang Cintakarya 3
2759,JAWA BARAT,CIREBON,PLUMBON,KEBAREPAN,SPPG Cirebon Plumbon Kebarepan 3
2760,JAWA BARAT,BANDUNG,BALEENDAH,BALEENDAH,SPPG Bandung Baleendah Baleendah 4
2761,JAWA BARAT,BANDUNG,BANJARAN,KIANGROKE,SPPG Bandung Banjaran Kiangroke 2
2762,JAWA BARAT,SUKABUMI,NYALINDUNG,MEKARSARI,SPPG Sukabumi Nyalindung Mekarsari
2763,JAWA BARAT,MAJALENGKA,KERTAJATI,BABAKAN,SPPG Majalengka Kertajati Babakan
2764,JAWA BARAT,CIANJUR,WARUNGKONDANG,BUNISARI,SPPG Cianjur Warungkondang Bunisari 2
2765,JAWA BARAT,BOGOR,TENJO,BABAKAN,SPPG Bogor Tenjo Babakan
2766,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,GADOBANGKONG,SPPG Bandung Barat Ngamprah Gadobangkong 2
2767,JAWA BARAT,BEKASI,CIKARANG SELATAN,SUKASEJATI,SPPG Bekasi Cikarang Selatan Sukasejati
2768,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATIWARINGIN,SPPG Kota Bekasi Pondokgede Jatiwaringin 3
2769,JAWA BARAT,BANDUNG,SOREANG,KARAMATMULYA,SPPG Bandung Soreang Karamatmulya
2770,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon
2771,JAWA BARAT,BOGOR,GUNUNG SINDUR,PENGASINAN,SPPG Bogor Gunung Sindur Pengasinan
2772,JAWA BARAT,MAJALENGKA,CIKIJING,CIDULANG,SPPG Majalengka Cikijing Cidulang
2773,JAWA BARAT,MAJALENGKA,LEMAHSUGIH,BOROGOJOL,SPPG Majalengka Lemahsugih Borogojol
2774,JAWA BARAT,KUNINGAN,CIDAHU,CIHIDEUNGHILIR,SPPG Kuningan Cidahu Cihideunghilir
2775,JAWA BARAT,KOTA BEKASI,JATIASIH,JATISARI,SPPG Kota Bekasi Jatiasih Jatisari 3
2776,JAWA BARAT,CIREBON,KALIWEDI,WARGABINANGUN,SPPG Cirebon Kaliwedi Wargabinangun
2777,JAWA BARAT,KUNINGAN,CILIMUS,BANDORASAWETAN,SPPG Kuningan Cilimus Bandorasawetan
2778,JAWA BARAT,INDRAMAYU,ANJATAN,WANGUK,SPPG Indramayu Anjatan Kedungwungu 2
2779,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIBABAT,SPPG Kota Cimahi Cimahi Utara Cibabat 3
2780,JAWA BARAT,BOGOR,TAJURHALANG,TAJURHALANG,SPPG Bogor Tajurhalang Tajurhalang
2781,JAWA BARAT,PURWAKARTA,PLERED,LIUNGGUNUNG,SPPG Purwakarta Plered Liunggunung
2782,JAWA BARAT,SUBANG,PAGADEN,SUKAMULYA,SPPG Subang Pagaden Sukamulya 3
2783,JAWA BARAT,CIREBON,WALED,CIKULAK,SPPG Cirebon Waled Cikulak
2784,JAWA BARAT,BOGOR,LEUWILIANG,KARYASARI,SPPG Bogor Leuwiliang Karyasari
2785,JAWA BARAT,CIREBON,PLERED,KALIWULU,SPPG Cirebon Plered Kaliwulu
2786,JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,SUKANAGARA,SPPG Kota Tasikmalaya Purbaratu Sukanagara
2787,JAWA BARAT,KARAWANG,KARAWANG TIMUR,PALUMBONSARI,SPPG Karawang Karawang Timur Palumbonsari
2788,JAWA BARAT,SUKABUMI,GEGERBITUNG,GEGERBITUNG,SPPG Sukabumi Gegerbitung Gegerbitung 3
2789,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,MEKAR WANGI,SPPG Kota Bogor Tanah Sareal Mekar Wangi 1
2790,JAWA BARAT,KARAWANG,KARAWANG BARAT,TANJUNGPURA,SPPG Karawang Karawang Barat Tanjungpura
2791,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATICEMPAKA,SPPG Kota Bekasi Pondokgede Jaticempaka 4
2792,JAWA BARAT,PURWAKARTA,PURWAKARTA,CIPAISAN,SPPG Purwakarta Purwakarta Cipaisan 3
2793,JAWA BARAT,MAJALENGKA,LEMAHSUGIH,CISALAK,SPPG Majalengka Lemahsugih Cisalak
2794,JAWA BARAT,BOGOR,CIAWI,BITUNGSARI,SPPG Bogor Ciawi Bitungsari
2795,JAWA BARAT,BEKASI,TAMBUN SELATAN,MANGUNJAYA,SPPG Bekasi Tambun Selatan Mangunjaya 4
2796,JAWA BARAT,SUKABUMI,CURUGKEMBAR,CIMENTENG,SPPG Sukabumi Curugkembar Cimenteng
2797,JAWA BARAT,CIREBON,PABEDILAN,BABAKAN LOSARI,SPPG Cirebon Pabedilan Babakan Losari 2
